timestamp,open,high,low,close,volume
2021-02-12 00:00:00+0100,15015.929232,15022.227401,15014.012398,15021.679734,393
2021-02-12 00:30:00+0100,15021.953567,15026.061068,15021.679734,15024.418068,622
2021-02-12 01:00:00+0100,15024.965735,15025.787235,15012.643231,15018.393733,652
2021-02-12 01:30:00+0100,15018.667566,15019.7629,15013.738565,15018.393733,319
2021-02-12 02:00:00+0100,15018.9414,15019.215233,15009.631063,15019.215233,891
2021-02-12 02:30:00+0100,15018.667566,15020.858234,15003.880562,15007.166563,1058
2021-02-12 03:00:00+0100,15007.71423,15023.322734,15000.868394,15012.095564,2422
2021-02-12 03:30:00+0100,15011.547897,15011.547897,14965.817717,14988.819724,5328
2021-02-12 04:00:00+0100,14987.998224,15006.892729,14987.450557,15004.154395,2420
2021-02-12 04:30:00+0100,15004.975895,15015.381565,15002.785228,15011.000231,2011
2021-02-12 05:00:00+0100,15011.274064,15016.750732,15007.988063,15014.012398,1078
2021-02-12 05:30:00+0100,15014.012398,15018.393733,15008.809563,15011.547897,1412
2021-02-12 06:00:00+0100,15011.547897,15014.560065,15000.868394,15003.606728,2018
2021-02-12 06:30:00+0100,15003.606728,15016.476899,15003.059061,15014.012398,1528
2021-02-12 07:00:00+0100,15014.286232,15026.882569,15013.464731,15016.476899,2073
2021-02-12 07:30:00+0100,15017.298399,15024.144235,15011.000231,15018.667566,2234
2021-02-12 08:00:00+0100,15019.7629,15030.442403,15006.892729,15014.286232,5055
2021-02-12 08:30:00+0100,15014.286232,15014.833898,14987.72439,14989.641224,4999
2021-02-12 09:00:00+0100,14989.367391,15002.237561,14985.807556,14998.403893,5579
2021-02-12 09:30:00+0100,14998.95156,15012.095564,14946.923211,14999.225394,62827
2021-02-12 10:00:00+0100,14998.677727,15016.476899,14982.795389,14992.379558,35627
2021-02-12 10:30:00+0100,14992.105725,15045.503241,14966.91305,15031.263903,39015
2021-02-12 11:00:00+0100,15031.263903,15057.278078,15025.513402,15053.170577,24163
2021-02-12 11:30:00+0100,15053.170577,15061.385579,15036.192905,15050.158409,18435
2021-02-12 12:00:00+0100,15050.432243,15065.766914,15045.777074,15049.610742,13756
2021-02-12 12:30:00+0100,15049.884576,15058.099578,15036.466738,15051.527576,15332
2021-02-12 13:00:00+0100,15052.075243,15055.635077,15018.667566,15038.383572,15080
2021-02-12 13:30:00+0100,15038.657406,15051.527576,15020.858234,15029.894736,12443
2021-02-12 14:00:00+0100,15029.894736,15041.121906,15016.476899,15037.288239,15451
2021-02-12 14:30:00+0100,15037.288239,15056.182744,15026.061068,15051.80141,13822
2021-02-12 15:00:00+0100,15052.349076,15063.85008,15044.407907,15060.016412,11675
2021-02-12 15:30:00+0100,15060.016412,15126.831766,15059.468745,15119.98593,38159
2021-02-12 16:00:00+0100,15119.438264,15132.856101,15115.056929,15131.760767,8559
2021-02-12 16:30:00+0100,15130.3916,15138.332769,15124.367265,15138.332769,2817
2021-02-14 18:00:00+0100,15147.916939,15163.799277,15126.557932,15146.273938,2693
2021-02-14 18:30:00+0100,15146.547772,15149.286106,15136.689769,15144.083271,950
2021-02-14 19:00:00+0100,15143.535604,15184.88445,15140.79727,15176.669448,3517
2021-02-14 19:30:00+0100,15176.669448,15183.515283,15174.752614,15179.133948,1813
2021-02-14 20:00:00+0100,15178.860115,15188.718118,15169.275945,15172.014279,1765
2021-02-14 20:30:00+0100,15172.288113,15177.217114,15166.537611,15173.65728,1190
2021-02-14 21:00:00+0100,15173.65728,15178.586281,15170.371279,15172.014279,1112
2021-02-14 21:30:00+0100,15171.740446,15172.014279,15167.085278,15167.906778,873
2021-02-14 22:00:00+0100,15168.180612,15170.645112,15165.989944,15168.728278,807
2021-02-14 22:30:00+0100,15168.728278,15174.47878,15165.989944,15172.014279,1100
2021-02-14 23:00:00+0100,15172.014279,15178.038615,15169.002112,15171.740446,970
2021-02-14 23:30:00+0100,15172.014279,15174.204947,15168.180612,15170.645112,524
2021-02-15 00:00:00+0100,15169.823612,15172.014279,15160.513276,15164.07311,967
2021-02-15 00:30:00+0100,15163.799277,15168.728278,15161.882443,15162.156276,842
2021-02-15 01:00:00+0100,15162.703943,15170.097446,15161.60861,15165.442277,1411
2021-02-15 01:30:00+0100,15165.716111,15166.537611,15155.036608,15157.227275,1070
2021-02-15 02:00:00+0100,15156.953442,15161.60861,15155.584274,15160.239443,980
2021-02-15 02:30:00+0100,15159.691776,15165.716111,15155.858108,15163.25161,1217
2021-02-15 03:00:00+0100,15163.25161,15163.799277,15151.20294,15157.501108,2487
2021-02-15 03:30:00+0100,15157.227275,15164.07311,15153.941274,15162.703943,1292
2021-02-15 04:00:00+0100,15162.703943,15166.263778,15158.322609,15161.060943,1313
2021-02-15 04:30:00+0100,15161.334776,15163.799277,15156.679608,15161.882443,1100
2021-02-15 05:00:00+0100,15161.882443,15169.823612,15160.239443,15166.537611,1613
2021-02-15 05:30:00+0100,15166.811445,15168.180612,15162.977777,15163.25161,851
2021-02-15 06:00:00+0100,15162.977777,15165.989944,15159.417942,15165.716111,1049
