timestamp,open,high,low,close,volume
2021-02-11 23:00:00+0100,15022.227401,15026.882569,15013.190898,15015.381565,1268
2021-02-12 00:00:00+0100,15015.929232,15026.061068,15014.012398,15024.418068,1015
2021-02-12 01:00:00+0100,15024.965735,15025.787235,15012.643231,15018.393733,971
2021-02-12 02:00:00+0100,15018.9414,15020.858234,15003.880562,15007.166563,1949
2021-02-12 03:00:00+0100,15007.71423,15023.322734,14965.817717,14988.819724,7750
2021-02-12 04:00:00+0100,14987.998224,15015.381565,14987.450557,15011.000231,4431
2021-02-12 05:00:00+0100,15011.274064,15018.393733,15007.988063,15011.547897,2490
2021-02-12 06:00:00+0100,15011.547897,15016.476899,15000.868394,15014.012398,3546
2021-02-12 07:00:00+0100,15014.286232,15026.882569,15011.000231,15018.667566,4307
2021-02-12 08:00:00+0100,15019.7629,15030.442403,14987.72439,14989.641224,10054
2021-02-12 09:00:00+0100,14989.367391,15012.095564,14946.923211,14999.225394,68406
2021-02-12 10:00:00+0100,14998.677727,15045.503241,14966.91305,15031.263903,74642
2021-02-12 11:00:00+0100,15031.263903,15061.385579,15025.513402,15050.158409,42598
2021-02-12 12:00:00+0100,15050.432243,15065.766914,15036.466738,15051.527576,29088
2021-02-12 13:00:00+0100,15052.075243,15055.635077,15018.667566,15029.894736,27523
2021-02-12 14:00:00+0100,15029.894736,15056.182744,15016.476899,15051.80141,29273
2021-02-12 15:00:00+0100,15052.349076,15126.831766,15044.407907,15119.98593,49834
2021-02-12 16:00:00+0100,15119.438264,15138.332769,15115.056929,15138.332769,11376
2021-02-14 18:00:00+0100,15147.916939,15163.799277,15126.557932,15144.083271,3643
2021-02-14 19:00:00+0100,15143.535604,15184.88445,15140.79727,15179.133948,5330
2021-02-14 20:00:00+0100,15178.860115,15188.718118,15166.537611,15173.65728,2955
2021-02-14 21:00:00+0100,15173.65728,15178.586281,15167.085278,15167.906778,1985
2021-02-14 22:00:00+0100,15168.180612,15174.47878,15165.989944,15172.014279,1907
2021-02-14 23:00:00+0100,15172.014279,15178.038615,15168.180612,15170.645112,1494
2021-02-15 00:00:00+0100,15169.823612,15172.014279,15160.513276,15162.156276,1809
2021-02-15 01:00:00+0100,15162.703943,15170.097446,15155.036608,15157.227275,2481
2021-02-15 02:00:00+0100,15156.953442,15165.716111,15155.584274,15163.25161,2197
2021-02-15 03:00:00+0100,15163.25161,15164.07311,15151.20294,15162.703943,3779
2021-02-15 04:00:00+0100,15162.703943,15166.263778,15156.679608,15161.882443,2413
2021-02-15 05:00:00+0100,15161.882443,15169.823612,15160.239443,15163.25161,2464
2021-02-15 06:00:00+0100,15162.977777,15168.454445,15159.417942,15165.168444,1911
2021-02-15 07:00:00+0100,15164.620777,15166.263778,15156.131941,15157.501108,1651
2021-02-15 08:00:00+0100,15157.501108,15166.811445,15157.227275,15164.620777,1741
2021-02-15 09:00:00+0100,15164.894611,15184.06295,15163.25161,15178.038615,8085
2021-02-15 10:00:00+0100,15177.764781,15185.979784,15173.109613,15183.789116,5233
2021-02-15 11:00:00+0100,15184.06295,15184.610617,15175.026447,15180.776949,5196
2021-02-15 12:00:00+0100,15180.503115,15201.314455,15178.038615,15194.46862,4448
2021-02-15 18:00:00+0100,15195.016286,15198.849954,15178.038615,15179.407782,3203
2021-02-15 19:00:00+0100,15179.133948,15208.16029,15178.312448,15201.314455,4019
2021-02-15 20:00:00+0100,15201.040622,15225.685629,15195.29012,15216.92296,5095
2021-02-15 21:00:00+0100,15216.649126,15223.221128,15214.732292,15216.92296,2404
2021-02-15 22:00:00+0100,15216.92296,15222.673462,15208.16029,15219.113627,2590
2021-02-15 23:00:00+0100,15219.661294,15224.316462,15216.649126,15222.673462,1857
2021-02-16 00:00:00+0100,15222.673462,15225.685629,15194.742453,15207.886457,4374
2021-02-16 01:00:00+0100,15207.612624,15213.089292,15200.766788,15205.969623,2195
2021-02-16 02:00:00+0100,15206.791123,15209.803291,15181.872282,15188.718118,4040
2021-02-16 03:00:00+0100,15188.444284,15192.277952,15167.906778,15185.979784,5625
2021-02-16 04:00:00+0100,15185.979784,15187.348951,15165.989944,15182.419949,5128
2021-02-16 05:00:00+0100,15182.419949,15194.46862,15179.407782,15191.730285,3403
2021-02-16 06:00:00+0100,15191.456452,15203.505122,15175.847947,15198.576121,6201
2021-02-16 07:00:00+0100,15198.576121,15204.600456,15189.813452,15200.219121,4457
2021-02-16 08:00:00+0100,15200.219121,15203.231289,15168.454445,15172.288113,10614
2021-02-16 09:00:00+0100,15172.83578,15190.634952,15128.200933,15173.65728,86186
2021-02-16 10:00:00+0100,15173.65728,15198.302287,15130.3916,15152.298273,89230
2021-02-16 11:00:00+0100,15152.02444,15157.774942,15054.539744,15061.111746,88593
2021-02-16 12:00:00+0100,15060.564079,15106.29426,15023.596568,15104.377426,65872
2021-02-16 13:00:00+0100,15103.555925,15119.16443,15064.123913,15066.040747,37842
2021-02-16 14:00:00+0100,15065.49308,15112.866262,15065.49308,15086.852087,31582
2021-02-16 15:00:00+0100,15086.852087,15100.817591,15056.730411,15076.720251,60069
2021-02-16 16:00:00+0100,15077.267917,15083.292253,15055.908911,15066.588414,11334
2021-02-16 18:00:00+0100,15069.874415,15078.089418,15033.454571,15040.57424,5252
2021-02-16 19:00:00+0100,15040.57424,15042.764907,15011.274064,15025.513402,8818
2021-02-16 20:00:00+0100,15024.965735,15035.371405,14999.499227,15033.454571,7372
2021-02-16 21:00:00+0100,15032.906904,15071.517416,15027.156402,15067.136081,8180
2021-02-16 22:00:00+0100,15066.588414,15084.935253,15058.373412,15077.815584,4408
2021-02-16 23:00:00+0100,15077.541751,15077.815584,15065.49308,15066.314581,2612
2021-02-17 00:00:00+0100,15066.588414,15083.839919,15066.314581,15069.874415,2995
2021-02-17 01:00:00+0100,15069.874415,15089.316588,15066.862248,15085.209086,2977
2021-02-17 02:00:00+0100,15085.209086,15088.221254,15063.02858,15067.409914,3740
2021-02-17 03:00:00+0100,15067.957581,15099.174591,15037.562072,15092.328755,12076
2021-02-17 04:00:00+0100,15092.602589,15094.519423,15042.21724,15052.349076,8721
2021-02-17 05:00:00+0100,15052.349076,15062.207079,15043.586407,15049.884576,4370
2021-02-17 06:00:00+0100,15049.884576,15059.468745,15041.121906,15056.730411,3741
2021-02-17 07:00:00+0100,15056.730411,15070.969749,15043.312574,15060.016412,5705
2021-02-17 08:00:00+0100,15059.194912,15062.207079,14961.984049,14981.426222,25636
2021-02-17 09:00:00+0100,14980.330888,14997.856227,14908.312699,14974.032719,97790
2021-02-17 10:00:00+0100,14974.580386,14992.927225,14872.166688,14953.22138,118032
2021-02-17 11:00:00+0100,14952.947546,14959.245715,14834.103843,14895.716362,84370
2021-02-17 12:00:00+0100,14895.716362,14949.661545,14887.227526,14934.874541,41711
2021-02-17 13:00:00+0100,14934.326874,14974.580386,14928.302539,14955.412047,34206
2021-02-17 14:00:00+0100,14956.233547,14994.570226,14938.982042,14960.888715,38559
2021-02-17 15:00:00+0100,14961.436382,15017.572233,14959.245715,15005.523562,45207
2021-02-17 16:00:00+0100,15005.523562,15006.618896,14994.570226,15005.249729,7842
2021-02-17 18:00:00+0100,15005.523562,15016.476899,14986.355223,15009.35723,2921
2021-02-17 19:00:00+0100,15010.17873,15031.537737,15007.440396,15022.227401,7730
2021-02-17 20:00:00+0100,15022.227401,15025.239568,14962.257882,14980.878555,6092
2021-02-17 21:00:00+0100,14980.604721,15004.428229,14965.27005,15002.785228,9072
2021-02-17 22:00:00+0100,15002.785228,15005.523562,14945.006377,14960.341048,6811
2021-02-17 23:00:00+0100,14960.341048,14962.257882,14909.408033,14926.385705,10943
2021-02-18 00:00:00+0100,14926.659538,14946.649378,14920.635203,14928.028705,5188
2021-02-18 01:00:00+0100,14927.754872,14951.030712,14925.290371,14932.957707,3483
2021-02-18 02:00:00+0100,14932.136207,14932.957707,14911.051033,14922.00437,4369
2021-02-18 03:00:00+0100,14922.82587,14956.233547,14903.383698,14955.138214,8480
2021-02-18 04:00:00+0100,14954.86438,14956.233547,14914.610868,14926.111871,5683
2021-02-18 05:00:00+0100,14926.111871,14935.148374,14896.537862,14902.014531,7237
2021-02-18 06:00:00+0100,14901.740697,14903.931365,14864.225519,14896.264029,8923
2021-02-18 07:00:00+0100,14896.264029,14912.967867,14888.049026,14898.180863,7800
2021-02-18 08:00:00+0100,14897.907029,14900.645364,14844.23568,14853.819849,16629
2021-02-18 09:00:00+0100,14854.093683,14878.464857,14811.649503,14860.939518,83951
2021-02-18 10:00:00+0100,14860.939518,14863.677852,14751.953818,14818.495339,106693
2021-02-18 11:00:00+0100,14817.947672,14865.594686,14802.886834,14822.329007,63236
2021-02-18 12:00:00+0100,14822.60284,14862.034852,14782.896995,14849.438515,45009
2021-02-18 13:00:00+0100,14849.164681,14911.872534,14828.901009,14896.811696,46002
2021-02-18 14:00:00+0100,14896.811696,14949.387712,14895.168695,14943.63721,40032
2021-02-18 15:00:00+0100,14943.63721,14972.663552,14926.933372,14938.434375,59188
2021-02-18 16:00:00+0100,14938.708209,14951.030712,14931.314706,14940.351209,8128
2021-02-18 18:00:00+0100,14938.434375,14958.150381,14903.383698,14914.610868,4731
2021-02-18 19:00:00+0100,14913.241701,14922.552037,14905.026698,14921.456703,5010
2021-02-18 20:00:00+0100,14921.456703,14942.81571,14848.617014,14880.655524,11599
2021-02-18 21:00:00+0100,14880.929358,14882.846192,14841.771179,14846.700181,6790
2021-02-18 22:00:00+0100,14846.152514,14870.249854,14841.771179,14861.761018,3248
2021-02-18 23:00:00+0100,14862.034852,14881.750858,14854.915183,14873.262022,2621
2021-02-19 00:00:00+0100,14873.535855,14917.896869,14873.535855,14914.884701,4194
2021-02-19 01:00:00+0100,14914.884701,14932.683873,14905.848199,14928.302539,3915
2021-02-19 02:00:00+0100,14928.302539,14935.422208,14908.586533,14926.385705,4739
2021-02-19 03:00:00+0100,14926.659538,14960.067215,14917.896869,14954.04288,9290
2021-02-19 04:00:00+0100,14952.947546,14995.117892,14941.446543,14975.949553,9704
2021-02-19 05:00:00+0100,14976.49722,14997.856227,14956.781214,14995.665559,8109
